target_id	length	eff_length	est_counts	tpm
FBtr0089141	4575	4470.66	4	0.707331
FBtr0344997	1302	1197.66	0	0
FBtr0344998	1204	1099.66	3	2.15673
FBtr0332711	683	578.663	0	0
FBtr0078353	710	605.663	10	13.0528
FBtr0080163	761	656.663	596.88	718.586
FBtr0340226	807	702.663	0	0
FBtr0080164	798	693.663	42.1203	48.004
FBtr0114603	2237	2132.66	0	0
FBtr0345720	2361	2256.66	0	0
FBtr0089948	2222	2117.66	9.23943e-08	3.44923e-08
FBtr0329952	2603	2498.66	6	1.89836
FBtr0076344	1975	1870.66	0	0
FBtr0113159	1528	1423.66	9.69111	5.38147
FBtr0113158	2067	1962.66	14.3071	5.76291
FBtr0345695	2133	2028.66	0	0
FBtr0114600	1246	1141.66	0.00174788	0.00121034
FBtr0085057	1025	920.663	0	0
FBtr0074036	696	591.663	10	13.3616
FBtr0086109	1829	1724.66	13	5.959
FBtr0088163	911	806.663	0	0
FBtr0301083	3920	3815.66	0	0
FBtr0301084	3372	3267.66	0	0
FBtr0113387	4145	4040.66	0	0
FBtr0084928	3476	3371.66	0	0
FBtr0084927	4081	3976.66	0	0
FBtr0113388	4186	4081.66	0	0
FBtr0113386	4189	4084.66	0	0
FBtr0113384	4581	4476.66	0	0
FBtr0336451	3397	3292.66	0	0
FBtr0113385	2634	2529.66	0	0
FBtr0336452	3844	3739.66	3	0.634195
FBtr0112930	5203	5098.66	0	0
FBtr0088597	5229	5124.66	4	0.617062
FBtr0332998	1827	1722.66	0	0
FBtr0304798	5839	5734.66	0	0
FBtr0084433	2827	2722.66	0	0
FBtr0332427	3278	3173.66	6	1.4946
FBtr0301700	4064	3959.66	0	0
FBtr0300809	4061	3956.66	0	0
FBtr0300808	2019	1914.66	0	0
FBtr0452100	402	297.663	0	0
FBtr0452099	487	382.663	0	0
FBtr0080853	786	681.663	1	1.15975
FBtr0305564	811	706.663	0	0
FBtr0113259	1868	1763.66	0	0
FBtr0084017	1512	1407.66	4	2.24644
FBtr0445729	4048	3943.66	22.4724	4.50488
FBtr0445730	5632	5527.66	274.972	39.3261
FBtr0445732	2458	2353.66	64.3434	21.612
FBtr0445731	2385	2280.66	12.2126	4.23333
FBtr0452128	1886	1781.66	0	0
FBtr0072346	2091	1986.66	13.8098	5.49537
FBtr0306137	3922	3817.66	29.1902	6.04469
FBtr0304625	2233	2128.66	1.5	0.557081
FBtr0111143	2233	2128.66	1.5	0.557081
FBtr0332891	2392	2287.66	0	0
FBtr0074758	2455	2350.66	0	0
FBtr0332890	2801	2696.66	0	0
FBtr0334915	1683	1578.66	0	0
FBtr0299903	1064	959.663	4.90841e-06	4.04349e-06
FBtr0336924	1050	945.663	2	1.67196
FBtr0111134	1077	972.663	0	0
FBtr0289963	781	676.663	0	0
FBtr0075137	2418	2313.66	0	0
FBtr0333698	1617	1512.66	1	0.522627
FBtr0070156	555	450.663	162.507	285.072
FBtr0070158	592	487.663	31.7259	51.4315
FBtr0345321	493	388.663	32.4305	65.9652
FBtr0070155	568	463.663	121.808	207.687
FBtr0070157	535	430.663	6.52827	11.9838
FBtr0340668	963	858.663	1	0.920686
FBtr0345011	1760	1655.66	1.037	0.495154
FBtr0345802	2027	1922.66	0	0
FBtr0086185	1911	1806.66	11.963	5.23477
FBtr0342928	612	507.663	25.2031	39.2476
FBtr0081192	471	366.663	73.7969	159.113
FBtr0071830	1710	1605.66	2	0.984714
FBtr0074655	2115	2010.66	11	4.32502
FBtr0082981	1173	1068.66	0	0
FBtr0334959	703	598.663	0	0
FBtr0333931	2549	2444.66	32.853	10.624
FBtr0084032	3492	3387.66	12.5735	2.93421
FBtr0330049	3492	3387.66	12.5735	2.93421
FBtr0083597	2040	1935.66	2	0.816835
FBtr0083278	2126	2021.66	2	0.782088
FBtr0070557	487	382.663	0	0
FBtr0344291	631	526.663	0	0
FBtr0290211	640	535.663	0	0
FBtr0083632	970	865.663	3.65538	3.33824
FBtr0088115	1309	1204.66	0	0
FBtr0332420	946	841.663	4	3.75713
FBtr0345503	692	587.663	0	0
FBtr0071929	569	464.663	0	0
FBtr0110839	668	563.663	18	25.2457
FBtr0077903	1436	1331.66	3	1.78099
FBtr0071459	1234	1129.66	0	0
FBtr0085681	1960	1855.66	14	5.96435
FBtr0085682	1921	1816.66	0	0
FBtr0085683	663	558.663	0	0
FBtr0344740	1853	1748.66	64	28.934
FBtr0078953	2412	2307.66	0	0
FBtr0300611	1701	1596.66	0	0
FBtr0334906	1701	1596.66	0	0
FBtr0076531	1261	1156.66	0	0
FBtr0100531	880	775.663	19	19.3649
FBtr0100532	1087	982.663	0	0
FBtr0305334	443	338.663	0	0
FBtr0303085	571	466.663	0	0
FBtr0303086	519	414.663	0	0
FBtr0303084	630	525.663	0	0
FBtr0076475	3139	3034.66	1.19645e-06	3.11687e-07
FBtr0345600	3384	3279.66	44	10.6062
FBtr0343591	1988	1883.66	0	0
FBtr0073387	2045	1940.66	0	0
FBtr0445174	2221	2116.66	0	0
FBtr0089051	1531	1426.66	0	0
FBtr0304658	4581	4476.66	15.3339	2.70791
FBtr0083740	3546	3441.66	39.3978	9.04977
FBtr0083739	5278	5173.66	22.2683	3.40269
FBtr0071007	640	535.663	1.24121	1.83184
FBtr0071008	635	530.663	1.25879	1.87529
FBtr0081101	450	345.663	0	0
FBtr0080923	1041	936.663	0	0
FBtr0085618	607	502.663	0	0
FBtr0344112	8332	8227.66	4.34935e-08	4.17909e-09
FBtr0301618	8144	8039.66	29	2.85164
FBtr0344465	8207	8102.66	0	0
FBtr0301619	8270	8165.66	3.35719e-05	3.25027e-06
FBtr0082127	720	615.663	0	0
FBtr0330419	9928	9823.66	0	0
FBtr0330414	9853	9748.66	0	0
FBtr0330416	3938	3833.66	0	0
FBtr0330418	9853	9748.66	0	0
FBtr0333021	9829	9724.66	0	0
FBtr0330417	9481	9376.66	39	3.28814
FBtr0330420	9841	9736.66	0	0
FBtr0339756	2542	2437.66	13.9969	4.53933
FBtr0087259	2557	2452.66	27.0031	8.70383
FBtr0087260	2557	2452.66	0	0
FBtr0334154	1086	981.663	1.066e-06	8.58477e-07
FBtr0082485	1070	965.663	2	1.63734
FBtr0073409	2272	2167.66	10	3.64706
FBtr0346273	2414	2309.66	0	0
FBtr0481631	821	716.663	0	0
FBtr0331220	9009	8904.66	0	0
FBtr0331219	2907	2802.66	0	0
FBtr0290295	2768	2663.66	0	0
FBtr0331216	9188	9083.66	0	0
FBtr0301972	783	678.663	0	0
FBtr0331221	8906	8801.66	0	0
FBtr0331218	9186	9081.66	0	0
FBtr0331217	2882	2777.66	0	0
FBtr0331222	763	658.663	0	0
FBtr0081205	1742	1637.66	66	31.8606
FBtr0070447	1762	1657.66	15	7.15368
FBtr0077223	2367	2262.66	75.1301	26.25
FBtr0345902	1881	1776.66	0	0
FBtr0077086	1796	1691.66	1	0.467327
FBtr0088609	2597	2492.66	4	1.26862
FBtr0070652	3785	3680.66	26	5.58447
FBtr0070092	1950	1845.66	0	0
FBtr0070093	2123	2018.66	3	1.17488
FBtr0301060	2277	2172.66	0	0
FBtr0301058	2928	2823.66	0	0
FBtr0332426	3244	3139.66	0	0
FBtr0301059	2193	2088.66	0	0
FBtr0301061	2471	2366.66	0	0
FBtr0346727	1248	1143.66	0	0
FBtr0331545	1136	1031.66	6.45456	4.9461
FBtr0331544	1373	1268.66	0	0
FBtr0076103	1247	1142.66	13.5454	9.3715
FBtr0076104	1237	1132.66	0	0
FBtr0076105	1181	1076.66	0	0
FBtr0332871	1195	1090.66	0	0
FBtr0100678	2037	1932.66	0	0
FBtr0081831	1275	1170.66	0	0
FBtr0305600	2804	2699.66	0	0
FBtr0075091	1614	1509.66	0	0
FBtr0345812	1884	1779.66	0	0
FBtr0302924	2975	2870.66	0	0
FBtr0302925	3994	3889.66	0	0
FBtr0113334	894	789.663	0	0
FBtr0337091	4576	4471.66	2	0.353586
FBtr0080874	3796	3691.66	0	0
FBtr0080873	3534	3429.66	0	0
FBtr0301144	2535	2430.66	0	0
FBtr0079204	855	750.663	0	0
FBtr0081288	1652	1547.66	7	3.57566
FBtr0301977	3149	3044.66	0	0
FBtr0070283	829	724.663	15	16.364
FBtr0473590	1207	1102.66	0	0
FBtr0473589	958	853.663	0	0
FBtr0074362	891	786.663	0	0
FBtr0339830	978	873.663	0	0
FBtr0073988	699	594.663	1	1.32942
FBtr0076728	1812	1707.66	95	43.9801
FBtr0307508	7203	7098.66	6	0.668204
FBtr0306007	995	890.663	68	60.3573
FBtr0082079	1189	1084.66	0	0
FBtr0082078	1511	1406.66	0	0
FBtr0077043	1494	1389.66	22	12.5155
FBtr0333390	1657	1552.66	0	0
FBtr0335173	2868	2763.66	0	0
FBtr0077744	2711	2606.66	114	34.5744
FBtr0308310	5515	5410.66	5.68387	0.830478
FBtr0308308	11700	11595.7	0	0
FBtr0308309	11745	11640.7	0	0
FBtr0345071	11134	11029.7	7.15806	0.513059
FBtr0345072	11745	11640.7	0	0
FBtr0474149	11134	11029.7	7.15806	0.513059
FBtr0082639	1033	928.663	0	0
FBtr0085507	2880	2775.66	0	0
FBtr0301656	2874	2769.66	0	0
FBtr0330298	2880	2775.66	0	0
FBtr0332805	845	740.663	0	0
FBtr0332804	722	617.663	0	0
FBtr0332803	902	797.663	0	0
FBtr0332802	1210	1105.66	0	0
FBtr0070925	2018	1913.66	14	5.78358
FBtr0081291	538	433.663	2	3.64596
FBtr0332178	621	516.663	0	0
FBtr0079808	916	811.663	0	0
FBtr0343429	871	766.663	0	0
FBtr0343428	1074	969.663	0	0
FBtr0079199	1950	1845.66	1	0.428333
FBtr0071038	1070	965.663	13	10.6427
FBtr0078289	5130	5025.66	47.5923	7.48648
FBtr0078290	5314	5209.66	14.3598	2.17908
FBtr0111038	4654	4549.66	5.75048	0.999216
FBtr0301602	4931	4826.66	72.2974	11.8416
FBtr0074238	1227	1122.66	599.996	422.507
FBtr0079306	1921	1816.66	6.18787	2.69278
FBtr0079307	2388	2283.66	5.86876	2.03165
FBtr0333346	2397	2292.66	0.184941	0.0637715
FBtr0332330	1930	1825.66	0	0
FBtr0329893	1921	1816.66	6.18787	2.69278
FBtr0329892	2923	2818.66	10.5706	2.96476
FBtr0071180	2571	2466.66	148	47.4336
FBtr0071181	2543	2438.66	0	0
FBtr0070438	1634	1529.66	106.779	55.1854
FBtr0308566	1973	1868.66	99.2211	41.9766
FBtr0075689	584	479.663	0	0
FBtr0077450	1278	1173.66	16	10.7773
FBtr0335134	1731	1626.66	0	0
FBtr0088192	621	516.663	0	0
FBtr0331530	1628	1523.66	0	0
FBtr0076107	967	862.663	13	11.9134
FBtr0332061	2553	2448.66	10.6288	3.43155
FBtr0332062	4462	4357.66	43.3712	7.86832
FBtr0332063	2553	2448.66	0	0
FBtr0332064	2550	2445.66	0	0
FBtr0081049	953	848.663	1	0.931535
FBtr0086476	547	442.663	0	0
FBtr0075711	555	450.663	0	0
FBtr0072064	3164	3059.66	18	4.65086
FBtr0301460	4349	4244.66	5.40429e-06	1.00654e-06
FBtr0301461	4276	4171.66	15.1919	2.87897
FBtr0301459	4837	4732.66	2.9698	0.496086
FBtr0081524	4276	4171.66	22.6528	4.29287
FBtr0301462	3830	3725.66	0	0
FBtr0301458	3928	3823.66	0	0
FBtr0301464	4068	3963.66	0	0
FBtr0301463	3832	3727.66	0	0
FBtr0081527	3300	3195.66	0	0
FBtr0301457	4834	4729.66	5.18549	0.86675
FBtr0081525	3837	3732.66	0	0
FBtr0074619	1405	1300.66	0	0
FBtr0336964	1980	1875.66	0	0
FBtr0332106	808	703.663	4.04404	4.54344
FBtr0289972	634	529.663	49.956	74.5627
FBtr0300711	633	528.663	0	0
FBtr0304970	450	345.663	0	0
FBtr0088970	2786	2681.66	3	0.884405
FBtr0074352	1329	1224.66	20	12.9106
FBtr0070241	4274	4169.66	0	0
FBtr0303264	5470	5365.66	0	0
FBtr0310282	5414	5309.66	0	0
FBtr0070239	5365	5260.66	55	8.26526
FBtr0310283	5157	5052.66	0	0
FBtr0342731	5323	5218.66	0	0
FBtr0079145	3042	2937.66	0	0
FBtr0333245	3537	3432.66	0	0
FBtr0332096	4042	3937.66	0	0
FBtr0307304	4752	4647.66	54.335	9.24229
FBtr0330148	3321	3216.66	15.8536	3.89634
FBtr0307301	3321	3216.66	15.8536	3.89634
FBtr0330149	3336	3231.66	0	0
FBtr0307302	3906	3801.66	0	0
FBtr0307306	3943	3838.66	14.8074	3.04953
FBtr0307305	4016	3911.66	7.15037	1.44511
FBtr0334025	5086	4981.66	2.41594	0.383394
FBtr0083162	3024	2919.66	5.58406	1.512
FBtr0080763	2304	2199.66	20	7.188
FBtr0339078	7253	7148.66	0	0
FBtr0339074	7239	7134.66	0	0
FBtr0339080	7700	7595.66	11.7258	1.22043
FBtr0339079	7419	7314.66	0	0
FBtr0339081	7638	7533.66	0	0
FBtr0339075	4880	4775.66	0	0
FBtr0481669	7964	7859.66	6.47463	0.651246
FBtr0339082	6833	6728.66	0	0
FBtr0339076	7028	6923.66	0	0
FBtr0339077	7114	7009.66	0	0
FBtr0481668	7607	7502.66	3.79956	0.400362
FBtr0301211	4343	4238.66	15.895	2.9646
FBtr0334664	3796	3691.66	14.5916	3.12474
FBtr0334663	3652	3547.66	0	0
FBtr0084112	3543	3438.66	4.51345	1.03766
FBtr0301212	3770	3665.66	0	0
FBtr0475225	1201	1096.66	2	1.44175
FBtr0475224	5537	5432.66	2.66568e-08	3.87908e-09
FBtr0084012	1477	1372.66	45	25.9169
FBtr0479887	3159	3054.66	0	0
FBtr0088716	2738	2633.66	23	6.90401
FBtr0301639	3158	3053.66	0	0
FBtr0088715	3116	3011.66	0	0
FBtr0339341	2780	2675.66	2.09862e-05	6.20064e-06
FBtr0479888	3201	3096.66	0	0
FBtr0084047	1934	1829.66	0	0
FBtr0074568	1475	1370.66	0	0
FBtr0074569	1382	1277.66	0	0
FBtr0088226	724	619.663	28.9939	36.9901
FBtr0302045	2543	2438.66	1.76266e-05	5.71416e-06
FBtr0332729	2507	2402.66	8.38624	2.75936
FBtr0076846	1934	1829.66	26.6137	11.4992
FBtr0080127	1164	1059.66	0	0
FBtr0337060	2390	2285.66	0	0
FBtr0083371	2341	2236.66	0	0
FBtr0301709	1336	1231.66	0	0
FBtr0344010	1351	1246.66	0	0
FBtr0344011	1363	1258.66	0	0
FBtr0344012	1333	1228.66	0	0
FBtr0081843	3003	2898.66	14	3.81825
FBtr0290247	356	251.663	6.16822	19.3765
FBtr0303248	516	411.663	0	0
FBtr0304820	1673	1568.66	0	0
FBtr0078288	1614	1509.66	44	23.0413
FBtr0079098	898	793.663	4	3.98436
FBtr0070029	1164	1059.66	0	0
FBtr0333755	2191	2086.66	2.16657	0.820834
FBtr0070376	2970	2865.66	14.3718	3.9648
FBtr0070377	2860	2755.66	1.03355e-05	2.96511e-06
FBtr0333754	3825	3720.66	30.4616	6.47241
FBtr0300566	852	747.663	36.4219	38.5116
FBtr0073855	1890	1785.66	40.6715	18.0063
FBtr0332843	1852	1747.66	4.26667	1.93004
FBtr0307296	2003	1898.66	0	0
FBtr0332844	1810	1705.66	4.63989	2.15055
FBtr0475016	802	697.663	0	0
FBtr0076315	1618	1513.66	0	0
FBtr0080294	2486	2381.66	0	0
FBtr0080295	2006	1901.66	0	0
FBtr0084418	1856	1751.66	0	0
FBtr0074139	1906	1801.66	1	0.438794
FBtr0086917	1188	1083.66	9	6.56572
FBtr0072484	1337	1232.66	11	7.05477
FBtr0336625	1946	1841.66	0	0
FBtr0079803	1660	1555.66	0	0
FBtr0086211	396	291.663	5	13.5526
FBtr0074203	1347	1242.66	56	35.6262
FBtr0305279	451	346.663	0	0
FBtr0072744	1807	1702.66	1	0.464307
FBtr0306929	846	741.663	0	0
FBtr0083361	1283	1178.66	0	0
FBtr0305341	1643	1538.66	2	1.02759
FBtr0085972	2130	2025.66	27	10.5373
FBtr0335285	2670	2565.66	0	0
FBtr0087674	1072	967.663	0	0
FBtr0084166	530	425.663	2	3.71448
FBtr0336960	3139	3034.66	0	0
FBtr0289979	3004	2899.66	0	0
FBtr0336959	2938	2833.66	0	0
FBtr0332480	3446	3341.66	0	0
FBtr0081563	1532	1427.66	14.175	7.84929
FBtr0072928	1162	1057.66	0	0
FBtr0334007	2732	2627.66	1.7626	0.530297
FBtr0086524	2738	2633.66	0.237396	0.0712602
FBtr0305201	4598	4493.66	0	0
FBtr0333899	7491	7386.66	0.00477543	0.000511091
FBtr0305208	4439	4334.66	0	0
FBtr0305206	7461	7356.66	0.170835	0.0183583
FBtr0305205	7439	7334.66	2.37624	0.256121
FBtr0305202	4586	4481.66	0	0
FBtr0333898	7596	7491.66	1.95339e-08	2.06132e-09
FBtr0305203	4756	4651.66	0	0
FBtr0305209	4553	4448.66	0	0
FBtr0305207	5231	5126.66	1.44815	0.223312
FBtr0074576	3203	3098.66	117	29.8501
FBtr0070713	2961	2856.66	0	0
FBtr0345320	2784	2679.66	0	0
FBtr0070714	3509	3404.66	0	0
FBtr0100551	2672	2567.66	0	0
FBtr0100552	3005	2900.66	0	0
FBtr0081206	1604	1499.66	0	0
FBtr0332814	604	499.663	0	0
FBtr0303153	1485	1380.66	0	0
FBtr0300120	1446	1341.66	2	1.17848
FBtr0113895	961	856.663	23.1531	21.3665
FBtr0345179	887	782.663	32.8469	33.1783
FBtr0340391	1235	1130.66	1	0.6992
FBtr0086653	1001	896.663	0	0
FBtr0340390	1016	911.663	0	0
FBtr0345494	705	600.663	0	0
FBtr0087082	479	374.663	0	0
FBtr0301940	329	224.663	0	0
FBtr0081544	2123	2018.66	0	0
FBtr0079600	4972	4867.66	22	3.57303
FBtr0088926	2379	2274.66	18	6.2559
FBtr0073007	1040	935.663	0	0
FBtr0076380	1026	921.663	0	0
FBtr0339403	1392	1287.66	0	0
FBtr0088493	1047	942.663	1	0.838644
FBtr0088494	884	779.663	0	0
FBtr0087206	981	876.663	8	7.21426
FBtr0082620	1085	980.663	0	0
FBtr0077014	11690	11585.7	26	1.77414
FBtr0070491	1845	1740.66	18.8037	8.54011
FBtr0309881	2070	1965.66	2.33668	0.939778
FBtr0070492	1866	1761.66	3.04372e-08	1.36589e-08
FBtr0345318	1592	1487.66	0	0
FBtr0070493	1829	1724.66	3.8596	1.76918
FBtr0300944	890	785.663	1	1.00623
FBtr0333068	959	854.663	0	0
FBtr0473613	411	306.663	0	0
FBtr0072207	1071	966.663	14	11.4495
FBtr0091619	702	597.663	0	0
FBtr0307023	1836	1731.66	0	0
FBtr0300341	8276	8171.66	0.171031	0.0165462
FBtr0332322	8254	8149.66	1.82897	0.177419
FBtr0332323	7530	7425.66	0	0
FBtr0301023	4444	4339.66	0	0
FBtr0113391	3613	3508.66	0	0
FBtr0334891	4082	3977.66	0	0
FBtr0300622	4031	3926.66	0	0
FBtr0082526	4353	4248.66	0	0
FBtr0082528	3994	3889.66	0	0
FBtr0082527	3972	3867.66	0	0
FBtr0080551	867	762.663	0	0
FBtr0072724	840	735.663	18	19.3432
FBtr0329989	1636	1531.66	0	0
FBtr0080494	1533	1428.66	4	2.21342
FBtr0080493	2035	1930.66	0	0
FBtr0076426	1888	1783.66	0.0713282	0.0316142
FBtr0333863	1876	1771.66	26.9287	12.0162
FBtr0305048	319	214.663	1	3.68279
FBtr0331379	2068	1963.66	0	0
FBtr0088790	2071	1966.66	24	9.64752
FBtr0077721	2693	2588.66	1	0.305393
FBtr0077720	2819	2714.66	0	0
FBtr0335151	3050	2945.66	0	0
FBtr0084338	1112	1007.66	0	0
FBtr0075134	3755	3650.66	0	0
FBtr0079225	1534	1429.66	18.6884	10.3341
FBtr0079226	922	817.663	20.3116	19.6383
FBtr0079230	2345	2240.66	0	0
FBtr0332603	2339	2234.66	0	0
FBtr0080128	538	433.663	0	0
FBtr0071928	1759	1654.66	0	0
FBtr0087261	921	816.663	19	18.3927
FBtr0343100	2573	2468.66	9.17719	2.93888
FBtr0075769	2863	2758.66	0	0
FBtr0304672	2304	2199.66	17.8228	6.40552
FBtr0112980	5651	5546.66	0	0
FBtr0301449	5935	5830.66	3.20969	0.43519
FBtr0340396	5781	5676.66	0	0
FBtr0301451	6009	5904.66	1.39376	0.186607
FBtr0345127	5049	4944.66	0	0
FBtr0301450	5243	5138.66	0	0
FBtr0073808	5870	5765.66	40.3965	5.53897
FBtr0074311	620	515.663	502.754	770.768
FBtr0345129	678	573.663	0	0
FBtr0074313	925	820.663	10.246	9.87011
FBtr0074312	642	537.663	0	0
FBtr0340149	949	844.663	0	0
FBtr0082093	830	725.663	2.94701	3.21056
FBtr0303038	3535	3430.66	6.85141	1.57883
FBtr0071334	2954	2849.66	27	7.49039
FBtr0088357	896	791.663	0	0
FBtr0305905	664	559.663	0	0
FBtr0088356	1047	942.663	0	0
FBtr0301489	940	835.663	0	0
FBtr0074969	963	858.663	0	0
FBtr0074288	1406	1301.66	0	0
FBtr0345606	1787	1682.66	87.4111	41.068
FBtr0345901	1898	1793.66	0	0
FBtr0077121	1633	1528.66	161.589	83.5669
FBtr0309055	754	649.663	0	0
FBtr0087436	355	250.663	0	0
FBtr0342613	493	388.663	0	0
FBtr0306042	838	733.663	0	0
FBtr0081779	779	674.663	0	0
FBtr0083402	909	804.663	0	0
FBtr0308605	4538	4433.66	0	0
FBtr0308604	4734	4629.66	0	0
FBtr0074272	4901	4796.66	0	0
FBtr0336712	6669	6564.66	0	0
FBtr0310203	508	403.663	3.79989	7.44194
FBtr0305036	6584	6479.66	16.3489	1.99466
FBtr0305037	6489	6384.66	0	0
FBtr0301028	5788	5683.66	8.73257	1.21464
FBtr0084197	5049	4944.66	16.5635	2.6482
FBtr0330381	5049	4944.66	16.5635	2.6482
FBtr0308059	208	105.716	0	0
FBtr0084628	1676	1571.66	9	4.52707
FBtr0085803	2687	2582.66	104.888	32.1066
FBtr0085800	2289	2184.66	47.4648	17.176
FBtr0085802	3132	3027.66	7.0118	1.83087
FBtr0333328	4450	4345.66	116.635	21.2182
FBtr0085799	2545	2440.66	0	0
FBtr0074178	2135	2030.66	52	20.2442
FBtr0445189	3291	3186.66	0.999997	0.248083
FBtr0445188	3337	3232.66	3.37943e-06	8.26452e-07
FBtr0331940	937	832.663	0	0
FBtr0343823	2041	1936.66	0	0
FBtr0081062	1517	1412.66	3	1.67887
FBtr0074936	1827	1722.66	0	0
FBtr0074937	1466	1361.66	0	0
FBtr0304896	261	156.676	0	0
FBtr0100597	1576	1471.66	8.61426	4.62747
FBtr0081268	1653	1548.66	46.4686	23.7212
FBtr0081270	1438	1333.66	0	0
FBtr0081269	1634	1529.66	0	0
FBtr0081267	1457	1352.66	15.9171	9.3027
FBtr0335519	1448	1343.66	0	0
FBtr0303165	1834	1729.66	0	0
FBtr0302724	1688	1583.66	0	0
FBtr0302725	1765	1660.66	0	0
FBtr0302726	644	539.663	0	0
FBtr0302727	1474	1369.66	0	0
FBtr0332197	2333	2228.66	3.51884	1.24822
FBtr0080052	1516	1411.66	46.7711	26.1927
FBtr0075859	849	744.663	0	0
