target_id	length	eff_length	est_counts	tpm
FBtr0301084	3372	3169.14	57.0241	1.60974
FBtr0113387	4145	3942.14	613.8	13.9294
FBtr0084928	3476	3273.14	171.931	4.69923
FBtr0084927	4081	3878.14	2151.28	49.6263
FBtr0113388	4186	3983.14	9.28058e-07	2.08443e-08
FBtr0113386	4189	3986.14	0	0
FBtr0113384	4581	4378.14	326.998	6.6818
FBtr0336451	3397	3194.14	6.97452	0.195343
FBtr0113385	2634	2431.14	1.85596e-07	6.82962e-09
FBtr0336452	3844	3641.14	1378.96	33.8807
FBtr0112930	5203	5000.14	119.628	2.14038
FBtr0088597	5229	5026.14	135.839	2.41784
FBtr0332998	1827	1624.14	9.34862	0.514946
FBtr0304798	5839	5636.14	2925.18	46.4311
FBtr0084433	2827	2624.14	9.73502	0.331885
FBtr0332427	3278	3075.14	1869.26	54.3806
FBtr0301700	4064	3861.14	2.25088	0.0521524
FBtr0300809	4061	3858.14	5.36307	0.124358
FBtr0300808	2019	1816.14	2.358	0.116154
FBtr0452100	402	211.505	0	0
FBtr0452099	487	289.224	0	0
FBtr0080853	786	583.257	0	0
FBtr0305564	811	608.257	9	1.32371
FBtr0113259	1868	1665.14	18.7094	1.00519
FBtr0084017	1512	1309.14	426.291	29.1311
FBtr0445729	4048	3845.14	915.295	21.2955
FBtr0445730	5632	5429.14	3.02082	0.0497773
FBtr0445732	2458	2255.14	6.68388	0.265151
FBtr0445731	2385	2182.14	0	0
FBtr0452128	1886	1683.14	15.4524	0.821323
FBtr0072346	2091	1888.14	4.64359	0.220018
FBtr0306137	3922	3719.14	7179.36	172.695
FBtr0304625	2233	2030.14	1036.76	45.6867
FBtr0111143	2233	2030.14	8156.24	359.42
FBtr0332891	2392	2189.14	49.4112	2.01925
FBtr0074758	2455	2252.14	0	0
FBtr0332890	2801	2598.14	9.58876	0.33017
FBtr0334915	1683	1480.14	0	0
FBtr0299903	1064	861.14	358.905	37.2858
FBtr0336924	1050	847.14	29.3065	3.0949
FBtr0111134	1077	874.14	9.78846	1.00178
FBtr0289963	781	578.257	1	0.15471
FBtr0075137	2418	2215.14	646.504	26.1101
FBtr0333698	1617	1414.14	58.4959	3.70059
FBtr0070156	555	354.102	2283.65	576.951
FBtr0070158	592	390.342	106.285	24.3593
FBtr0345321	493	294.838	1300.86	394.716
FBtr0070155	568	366.794	8163.37	1991.06
FBtr0070157	535	334.595	135.838	36.3194
FBtr0340668	963	760.14	1	0.117691
FBtr0345011	1760	1557.14	0	0
FBtr0345802	2027	1824.14	78.6267	3.85612
FBtr0086185	1911	1708.14	355.373	18.6123
FBtr0342928	612	410.092	238.256	51.9757
FBtr0081192	471	274.115	86.7445	28.3105
FBtr0071830	1710	1507.14	4	0.237435
FBtr0074655	2115	1912.14	406	18.9952
FBtr0082981	1173	970.14	55.7669	5.14257
FBtr0334959	703	500.439	107.263	19.175
FBtr0333931	2549	2346.14	2.33954e-06	8.92102e-08
FBtr0084032	3492	3289.14	884	24.0441
FBtr0330049	3492	3289.14	884	24.0441
FBtr0083597	2040	1837.14	21	1.02262
FBtr0083278	2126	1923.14	2674	124.391
FBtr0070557	487	289.224	0	0
FBtr0344291	631	428.805	17.4858	3.64808
FBtr0290211	640	437.731	25.7513	5.26296
FBtr0083632	970	767.14	259.178	30.2247
FBtr0088115	1309	1106.14	287.16	23.2248
FBtr0332420	946	743.183	31.1064	3.74449
FBtr0345503	692	489.467	0	0
FBtr0071929	569	367.773	25	6.08132
FBtr0110839	668	465.575	327	62.8342
FBtr0077903	1436	1233.14	309	22.4173
FBtr0071459	1234	1031.14	0	0
FBtr0085681	1960	1757.14	4554.68	231.894
FBtr0085682	1921	1718.14	6155.24	320.497
FBtr0085683	663	460.627	372.081	72.2647
FBtr0344740	1853	1650.14	0	0
FBtr0078953	2412	2209.14	195.245	7.90671
FBtr0300611	1701	1498.14	1194.21	71.3126
FBtr0334906	1701	1498.14	17.2242	1.02855
FBtr0076531	1261	1058.14	24.7145	2.08952
FBtr0100531	880	677.222	325.705	43.0261
FBtr0100532	1087	884.14	547.644	55.4135
FBtr0305334	443	248.25	0	0
FBtr0303085	571	369.689	0	0
FBtr0303086	519	319.19	0	0
FBtr0303084	630	427.805	0	0
FBtr0076475	3139	2936.14	0	0
FBtr0345600	3384	3181.14	637	17.9141
FBtr0343591	1988	1785.14	13907.5	696.973
FBtr0073387	2045	1842.14	1163.46	56.5022
FBtr0445174	2221	2018.14	1.4752	0.0653939
FBtr0089051	1531	1328.14	2	0.134718
FBtr0304658	4581	4378.14	10.6389	0.217394
FBtr0083740	3546	3343.14	19.0797	0.510568
FBtr0083739	5278	5075.14	7.28141	0.128353
FBtr0071007	640	437.731	21.1235	4.31715
FBtr0071008	635	432.781	146.876	30.3614
FBtr0081101	450	254.58	0	0
FBtr0080923	1041	838.14	27	2.88194
FBtr0085618	607	405.138	1	0.220818
FBtr0344112	8332	8129.14	2310.79	25.4304
FBtr0301618	8144	7941.14	3503.35	39.4675
FBtr0344465	8207	8004.14	1425.3	15.9306
FBtr0301619	8270	8067.14	8097.55	89.7991
FBtr0082127	720	517.41	6	1.03742
FBtr0330419	9928	9725.14	1247.01	11.4713
FBtr0330414	9853	9650.14	16.8547	0.156252
FBtr0330416	3938	3735.14	262.122	6.27819
FBtr0330418	9853	9650.14	16.8547	0.156252
FBtr0333021	9829	9626.14	1025.28	9.52858
FBtr0330417	9481	9278.14	10505.6	101.297
FBtr0330420	9841	9638.14	228.304	2.11913
FBtr0339756	2542	2339.14	124.379	4.75696
FBtr0087259	2557	2354.14	1091.62	41.4837
FBtr0087260	2557	2354.14	0	0
FBtr0334154	1086	883.14	0	0
FBtr0082485	1070	867.14	0	0
FBtr0073409	2272	2069.14	0	0
FBtr0346273	2414	2211.14	28	1.13287
FBtr0481631	821	618.257	1	0.1447
FBtr0331220	9009	8806.14	0	0
FBtr0331219	2907	2704.14	0.00170672	5.64639e-05
FBtr0290295	2768	2565.14	0	0
FBtr0331216	9188	8985.14	0	0
FBtr0301972	783	580.257	0	0
FBtr0331221	8906	8703.14	0	0
FBtr0331218	9186	8983.14	49.9983	0.497926
FBtr0331217	2882	2679.14	0	0
FBtr0331222	763	560.257	0	0
FBtr0081205	1742	1539.14	501	29.1204
FBtr0070447	1762	1559.14	267.478	15.3476
FBtr0077223	2367	2164.14	377.846	15.6195
FBtr0345902	1881	1678.14	0	0
FBtr0077086	1796	1593.14	3	0.168463
FBtr0088609	2597	2394.14	234	8.74388
FBtr0070652	3785	3582.14	936	23.3761
FBtr0070092	1950	1747.14	2976.18	152.394
FBtr0070093	2123	1920.14	455.822	21.2374
FBtr0301060	2277	2074.14	0	0
FBtr0301058	2928	2725.14	0	0
FBtr0332426	3244	3041.14	4.0281	0.118495
FBtr0301059	2193	1990.14	2.81655	0.126611
FBtr0301061	2471	2268.14	6.15536	0.242785
FBtr0346727	1248	1045.14	6	0.513588
FBtr0331545	1136	933.14	182.468	17.4936
FBtr0331544	1373	1170.14	68.6352	5.24743
FBtr0076103	1247	1044.14	3396.78	291.036
FBtr0076104	1237	1034.14	104.879	9.07291
FBtr0076105	1181	978.14	203.241	18.5887
FBtr0332871	1195	992.14	0.643372	0.0580133
FBtr0100678	2037	1834.14	2.17831	0.106249
FBtr0081831	1275	1072.14	0	0
FBtr0305600	2804	2601.14	9	0.30954
FBtr0075091	1614	1411.14	190.774	12.0944
FBtr0345812	1884	1681.14	6.22645	0.33134
FBtr0302924	2975	2772.14	31.7842	1.02573
FBtr0302925	3994	3791.14	130.216	3.07278
FBtr0113334	894	691.183	43	5.56562
FBtr0337091	4576	4373.14	338.337	6.92141
FBtr0080874	3796	3593.14	30.4456	0.758034
FBtr0080873	3534	3331.14	0	0
FBtr0301144	2535	2332.14	90.2172	3.46077
FBtr0079204	855	652.222	0	0
FBtr0081288	1652	1449.14	361	22.2861
FBtr0301977	3149	2946.14	1409	42.7854
FBtr0070283	829	626.222	181.789	25.9704
FBtr0473590	1207	1004.14	2	0.178186
FBtr0473589	958	755.14	0	0
FBtr0074362	891	688.222	0	0
FBtr0339830	978	775.14	35	4.03948
FBtr0073988	699	496.439	112	20.1832
FBtr0076728	1812	1609.14	342	19.0139
FBtr0307508	7203	7000.14	110	1.4058
FBtr0306007	995	792.14	402.866	45.4984
FBtr0082079	1189	986.14	331.101	30.0372
FBtr0082078	1511	1308.14	133.818	9.15161
FBtr0077043	1494	1291.14	56.4457	3.91107
FBtr0333390	1657	1454.14	276.554	17.0142
FBtr0335173	2868	2665.14	237.656	7.97749
FBtr0077744	2711	2508.14	1631.34	58.1878
FBtr0308310	5515	5312.14	1346.18	22.671
FBtr0308308	11700	11497.1	624.016	4.85561
FBtr0308309	11745	11542.1	11645.8	90.2651
FBtr0345071	11134	10931.1	0.0265756	0.000217498
FBtr0345072	11745	11542.1	2691.98	20.8653
FBtr0474149	11134	10931.1	0.0265756	0.000217498
FBtr0082639	1033	830.14	1758	189.455
FBtr0085507	2880	2677.14	250	8.35424
FBtr0301656	2874	2671.14	0	0
FBtr0330298	2880	2677.14	250	8.35424
FBtr0332805	845	642.222	0	0
FBtr0332804	722	519.41	0	0
FBtr0332803	902	699.183	0	0
FBtr0332802	1210	1007.14	0	0
FBtr0070925	2018	1815.14	244	12.0259
FBtr0081291	538	337.557	63.4206	16.8082
FBtr0332178	621	418.997	20.5794	4.39399
FBtr0079808	916	713.183	0	0
FBtr0343429	871	668.222	0	0
FBtr0343428	1074	871.14	0	0
FBtr0079199	1950	1747.14	37	1.89458
FBtr0071038	1070	867.14	432	44.569
FBtr0078289	5130	4927.14	524.483	9.52301
FBtr0078290	5314	5111.14	849.912	14.8763
FBtr0111038	4654	4451.14	10.6881	0.214816
FBtr0301602	4931	4728.14	1840.92	34.8323
FBtr0074238	1227	1024.14	9773.88	853.78
FBtr0079306	1921	1718.14	5.13615e-05	2.67434e-06
FBtr0079307	2388	2185.14	344.492	14.1039
FBtr0333346	2397	2194.14	175.249	7.14546
FBtr0332330	1930	1727.14	172.642	8.94244
FBtr0329893	1921	1718.14	5.13615e-05	2.67434e-06
FBtr0329892	2923	2720.14	1617.62	53.2013
FBtr0071180	2571	2368.14	6746.8	254.876
FBtr0071181	2543	2340.14	778.199	29.75
FBtr0070438	1634	1431.14	0.801193	0.0500833
FBtr0308566	1973	1770.14	358.199	18.1032
FBtr0075689	584	382.518	0	0
FBtr0077450	1278	1075.14	259.64	21.6045
FBtr0335134	1731	1528.14	30.3604	1.77739
FBtr0088192	621	418.997	0	0
FBtr0331530	1628	1425.14	650	40.8032
FBtr0076107	967	764.14	0	0
FBtr0332061	2553	2350.14	0	0
FBtr0332062	4462	4259.14	1376.57	28.9143
FBtr0332063	2553	2350.14	105.982	4.03436
FBtr0332064	2550	2347.14	83.4516	3.18078
FBtr0081049	953	750.14	63	7.51339
FBtr0086476	547	346.362	1	0.25829
FBtr0075711	555	354.102	0	0
FBtr0072064	3164	2961.14	702	21.2088
FBtr0301460	4349	4146.14	38.5299	0.831365
FBtr0301461	4276	4073.14	523.666	11.5017
FBtr0301459	4837	4634.14	580.28	11.2023
FBtr0081524	4276	4073.14	19.0487	0.418383
FBtr0301462	3830	3627.14	29.8102	0.735257
FBtr0301458	3928	3725.14	329.628	7.91624
FBtr0301464	4068	3865.14	0	0
FBtr0301463	3832	3629.14	528.723	13.0335
FBtr0081527	3300	3097.14	41.8162	1.20787
FBtr0301457	4834	4631.14	2.49902	0.0482747
FBtr0081525	3837	3634.14	0	0
FBtr0074619	1405	1202.14	3	0.223257
FBtr0336964	1980	1777.14	32	1.61089
FBtr0332106	808	605.257	141.879	20.9708
FBtr0289972	634	431.781	0	0
FBtr0300711	633	430.781	41.1213	8.53982
FBtr0304970	450	254.58	0	0
FBtr0088970	2786	2583.14	245	8.48508
FBtr0074352	1329	1126.14	160	12.7106
FBtr0070241	4274	4071.14	270.874	5.95236
FBtr0303264	5470	5267.14	319.419	5.42531
FBtr0310282	5414	5211.14	14.4605	0.248249
FBtr0070239	5365	5162.14	2456.81	42.5775
FBtr0310283	5157	4954.14	2.15062e-08	3.88359e-10
FBtr0342731	5323	5120.14	187.432	3.27492
FBtr0079145	3042	2839.14	17.5862	0.554144
FBtr0333245	3537	3334.14	40.4138	1.08439
FBtr0332096	4042	3839.14	175.77	4.09589
FBtr0307304	4752	4549.14	1911.34	37.5878
FBtr0330148	3321	3118.14	9.52313	0.273226
FBtr0307301	3321	3118.14	9.52313	0.273226
FBtr0330149	3336	3133.14	77.1059	2.20164
FBtr0307302	3906	3703.14	38.1334	0.921241
FBtr0307306	3943	3740.14	1343.98	32.1471
FBtr0307305	4016	3813.14	165.627	3.88586
FBtr0334025	5086	4883.14	305.492	5.59679
FBtr0083162	3024	2821.14	102.508	3.25065
FBtr0080763	2304	2101.14	199	8.47298
FBtr0339078	7253	7050.14	1.64335e-08	2.08531e-10
FBtr0339074	7239	7036.14	385.284	4.89875
FBtr0339080	7700	7497.14	907.335	10.827
FBtr0339079	7419	7216.14	631.207	7.82537
FBtr0339081	7638	7435.14	110.181	1.32573
FBtr0339075	4880	4677.14	519.274	9.93241
FBtr0481669	7964	7761.14	1032.77	11.9046
FBtr0339082	6833	6630.14	206.603	2.78773
FBtr0339076	7028	6825.14	0	0
FBtr0339077	7114	6911.14	99.3357	1.28586
FBtr0481668	7607	7404.14	0.0118313	0.000142954
FBtr0301211	4343	4140.14	1737.13	37.5367
FBtr0334664	3796	3593.14	231.098	5.75386
FBtr0334663	3652	3449.14	245.962	6.37963
FBtr0084112	3543	3340.14	0	0
FBtr0301212	3770	3567.14	35.8092	0.898074
FBtr0475225	1201	998.14	0	0
FBtr0475224	5537	5334.14	250.656	4.2039
FBtr0084012	1477	1274.14	144	10.1107
FBtr0479887	3159	2956.14	58.5888	1.77308
FBtr0088716	2738	2535.14	366.935	12.9487
FBtr0301639	3158	2955.14	2733.06	82.7389
FBtr0088715	3116	2913.14	3443.13	105.738
FBtr0339341	2780	2577.14	284.785	9.8859
FBtr0479888	3201	2998.14	47.5005	1.41737
FBtr0084047	1934	1731.14	341	17.6222
FBtr0074568	1475	1272.14	0	0
FBtr0074569	1382	1179.14	5.00553	0.379772
FBtr0088226	724	521.41	272.605	46.7727
FBtr0302045	2543	2340.14	1312.08	50.1597
FBtr0332729	2507	2304.14	123.91	4.81099
FBtr0076846	1934	1731.14	665.014	34.3666
FBtr0080127	1164	961.14	22706	2113.45
FBtr0337060	2390	2187.14	3020	123.529
FBtr0083371	2341	2138.14	0	0
FBtr0301709	1336	1133.14	64.7837	5.1147
FBtr0344010	1351	1148.14	7.41075	0.577438
FBtr0344011	1363	1160.14	34.7495	2.67964
FBtr0344012	1333	1130.14	0	0
FBtr0081843	3003	2800.14	670	21.4059
FBtr0290247	356	172.116	64.5337	33.543
FBtr0303248	516	316.354	149.144	42.1764
FBtr0304820	1673	1470.14	24.0398	1.46289
FBtr0078288	1614	1411.14	142.96	9.06323
FBtr0079098	898	695.183	139	17.8877
FBtr0070029	1164	961.14	0	0
FBtr0333755	2191	1988.14	34.4784	1.55145
FBtr0070376	2970	2767.14	0.0493336	0.00159496
FBtr0070377	2860	2657.14	373.083	12.5611
FBtr0333754	3825	3622.14	5774.39	142.619
FBtr0300566	852	649.222	793.079	109.285
FBtr0073855	1890	1687.14	2177.51	115.464
FBtr0332843	1852	1649.14	616.507	33.444
FBtr0307296	2003	1800.14	93.0844	4.62603
FBtr0332844	1810	1607.14	134.822	7.5049
FBtr0475016	802	599.257	1596	238.264
FBtr0076315	1618	1415.14	0	0
FBtr0080294	2486	2283.14	1641.01	64.3007
FBtr0080295	2006	1803.14	1102.14	54.6819
FBtr0084418	1856	1653.14	0	0
FBtr0074139	1906	1703.14	8	0.420221
FBtr0086917	1188	985.14	55	4.99462
FBtr0072484	1337	1134.14	162	12.7787
FBtr0336625	1946	1743.14	0	0
FBtr0079803	1660	1457.14	0	0
FBtr0086211	396	206.362	174	75.4322
FBtr0074203	1347	1144.14	325	25.4122
FBtr0305279	451	255.491	0	0
FBtr0072744	1807	1604.14	112	6.24617
FBtr0306929	846	643.222	0	0
FBtr0083361	1283	1080.14	8305	687.856
FBtr0305341	1643	1440.14	31	1.92573
FBtr0085972	2130	1927.14	588.769	27.3319
FBtr0335285	2670	2467.14	33.5807	1.21768
FBtr0087674	1072	869.14	39	4.01433
FBtr0084166	530	329.728	47	12.7521
FBtr0336960	3139	2936.14	0	0
FBtr0289979	3004	2801.14	0	0
FBtr0336959	2938	2735.14	4.46346	0.145992
FBtr0332480	3446	3243.14	25.5365	0.704424
FBtr0081563	1532	1329.14	992.162	66.7805
FBtr0072928	1162	959.14	19.3169	1.80175
FBtr0334007	2732	2529.14	0	0
FBtr0086524	2738	2535.14	0	0
FBtr0305201	4598	4395.14	0	0
FBtr0333899	7491	7288.14	538.245	6.60696
FBtr0305208	4439	4236.14	0	0
FBtr0305206	7461	7258.14	5624.52	69.3264
FBtr0305205	7439	7236.14	2562.23	31.6773
FBtr0305202	4586	4383.14	409.849	8.36521
FBtr0333898	7596	7393.14	2249.48	27.2202
FBtr0305203	4756	4553.14	423.052	8.3123
FBtr0305209	4553	4350.14	0	0
FBtr0305207	5231	5028.14	3112.62	55.3805
FBtr0074576	3203	3000.14	1824	54.3903
FBtr0070713	2961	2758.14	2.21525e-07	7.1853e-09
FBtr0345320	2784	2581.14	624.818	21.6561
FBtr0070714	3509	3306.14	81.0632	2.19352
FBtr0100551	2672	2469.14	83.0005	3.00728
FBtr0100552	3005	2802.14	568.118	18.1379
FBtr0081206	1604	1401.14	770	49.164
FBtr0332814	604	402.184	0	0
FBtr0303153	1485	1282.14	16.9387	1.1819
FBtr0300120	1446	1243.14	11.0613	0.796022
FBtr0113895	961	758.14	410.258	48.4111
FBtr0345179	887	684.222	1801.74	235.578
FBtr0340391	1235	1032.14	0	0
FBtr0086653	1001	798.14	2	0.224176
FBtr0340390	1016	813.14	0	0
FBtr0345494	705	502.439	6.8265	1.21549
FBtr0087082	479	281.635	26.1735	8.31406
FBtr0301940	329	149.832	0	0
FBtr0081544	2123	1920.14	317	14.7695
FBtr0079600	4972	4769.14	1094	20.5218
FBtr0088926	2379	2176.14	89	3.65882
FBtr0073007	1040	837.14	1	0.106866
FBtr0076380	1026	823.14	1	0.108684
FBtr0339403	1392	1189.14	1554.5	116.949
FBtr0088493	1047	844.14	1547.22	163.974
FBtr0088494	884	681.222	322.28	42.3236
FBtr0087206	981	778.14	63	7.24304
FBtr0082620	1085	882.14	2	0.202829
FBtr0077014	11690	11487.1	835	6.50298
FBtr0070491	1845	1642.14	201.581	10.9819
FBtr0309881	2070	1867.14	280.471	13.4385
FBtr0070492	1866	1663.14	197.828	10.6414
FBtr0345318	1592	1389.14	0	0
FBtr0070493	1829	1626.14	338.12	18.6016
FBtr0300944	890	687.222	153.522	19.9854
FBtr0333068	959	756.14	64.4775	7.62859
FBtr0473613	411	219.524	2	0.815054
FBtr0072207	1071	868.14	242	24.9381
FBtr0091619	702	499.439	1	0.179125
FBtr0307023	1836	1633.14	0	0
FBtr0300341	8276	8073.14	188.145	2.08491
FBtr0332322	8254	8051.14	462.768	5.14214
FBtr0332323	7530	7327.14	139.983	1.70915
FBtr0301023	4444	4241.14	0	0
FBtr0113391	3613	3410.14	918.624	24.0992
FBtr0334891	4082	3879.14	162.011	3.73634
FBtr0300622	4031	3828.14	106.41	2.48674
FBtr0082526	4353	4150.14	557.844	12.0251
FBtr0082528	3994	3791.14	908.465	21.4376
FBtr0082527	3972	3769.14	536.647	12.7375
FBtr0080551	867	664.222	1	0.134687
FBtr0072724	840	637.222	45	6.31771
FBtr0329989	1636	1433.14	2170.02	135.461
FBtr0080494	1533	1330.14	146.929	9.88208
FBtr0080493	2035	1832.14	60.9525	2.97626
FBtr0076426	1888	1685.14	93.9429	4.98731
FBtr0333863	1876	1673.14	18.0571	0.965501
FBtr0305048	319	142.085	16	10.0742
FBtr0331379	2068	1865.14	0	0
FBtr0088790	2071	1868.14	70	3.35217
FBtr0077721	2693	2490.14	649.009	23.3166
FBtr0077720	2819	2616.14	196.991	6.73633
FBtr0335151	3050	2847.14	0	0
FBtr0084338	1112	909.14	4	0.393611
FBtr0075134	3755	3552.14	2	0.0503707
FBtr0079225	1534	1331.14	19.577	1.31571
FBtr0079226	922	719.183	78.423	9.75534
FBtr0079230	2345	2142.14	588.226	24.566
FBtr0332603	2339	2136.14	0	0
FBtr0080128	538	337.557	4	1.06011
FBtr0071928	1759	1556.14	54	3.10444
FBtr0087261	921	718.183	1345	167.543
FBtr0343100	2573	2370.14	361.216	13.6342
FBtr0075769	2863	2660.14	9.73789	0.32749
FBtr0304672	2304	2101.14	284.089	12.0959
FBtr0112980	5651	5448.14	0	0
FBtr0301449	5935	5732.14	1890.96	29.5124
FBtr0340396	5781	5578.14	926.709	14.8625
FBtr0301451	6009	5806.14	1325.42	20.4223
FBtr0345127	5049	4846.14	75.5522	1.39473
FBtr0301450	5243	5040.14	115.584	2.0516
FBtr0073808	5870	5667.14	406.709	6.42033
FBtr0074311	620	418.045	6271.63	1342.13
FBtr0345129	678	475.521	1.75244e-06	3.29693e-07
FBtr0074313	925	722.183	74.2594	9.19904
FBtr0074312	642	439.731	52.9067	10.7637
FBtr0340149	949	746.183	209.207	25.0824
FBtr0082093	830	627.222	456.175	65.0651
FBtr0303038	3535	3332.14	632.981	16.9944
FBtr0071334	2954	2751.14	1598	51.9639
FBtr0088357	896	693.183	0	0
FBtr0305905	664	461.601	0	0
FBtr0088356	1047	844.14	0	0
FBtr0301489	940	737.183	33.5754	4.07459
FBtr0074969	963	760.14	132.425	15.5852
FBtr0074288	1406	1203.14	17	1.26407
