target_id	length	eff_length	est_counts	tpm
FBtr0071880	1017	907.055	3	0.180247
FBtr0076069	2148	2038.05	0	0
FBtr0085482	1927	1817.05	1153	34.5814
FBtr0074901	627	517.055	0	0
FBtr0344084	1696	1586.05	0	0
FBtr0074900	970	860.055	10	0.633657
FBtr0340479	3542	3432.05	0	0
FBtr0071410	3153	3043.05	0	0
FBtr0071412	2528	2418.05	0	0
FBtr0307382	2729	2619.05	0	0
FBtr0307381	2425	2315.05	0	0
FBtr0307380	1373	1263.05	0	0
FBtr0071411	2440	2330.05	0	0
FBtr0070980	854	744.055	14028.1	1027.48
FBtr0345292	830	720.055	96.6199	7.31276
FBtr0070981	941	831.055	317.248	20.8041
FBtr0070982	1100	990.055	7.08446	0.389967
FBtr0070983	837	727.055	172.983	12.9664
FBtr0073693	1323	1213.05	450	20.2168
FBtr0074984	507	397.055	0	0
FBtr0073034	1539	1429.05	81	3.08899
FBtr0081676	887	777.055	1	0.0701341
FBtr0087334	1782	1672.05	383.973	12.515
FBtr0113381	1199	1089.05	9.50975	0.475883
FBtr0087113	4051	3941.05	21.9898	0.304081
FBtr0113380	4060	3950.05	1.50048	0.0207017
FBtr0113379	4109	3999.05	7.48678e-07	1.02028e-08
FBtr0087112	5876	5766.05	0	0
FBtr0073899	730	620.055	348	30.5865
FBtr0071302	691	581.055	105.698	9.91359
FBtr0333472	694	584.055	12.3018	1.14788
FBtr0086024	2202	2092.05	9	0.23445
FBtr0083823	410	300.055	0	0
FBtr0344285	401	291.055	1	0.187243
FBtr0087045	794	684.055	0	0
FBtr0085360	1103	993.055	130	7.13429
FBtr0073298	2744	2634.05	1	0.0206898
FBtr0307050	1716	1606.05	0	0
FBtr0343573	1987	1877.05	0	0
FBtr0076736	920	810.055	38	2.55652
FBtr0073200	1468	1358.05	0	0
FBtr0073199	2882	2772.05	1.5	0.0294897
FBtr0333678	4702	4592.05	0	0
FBtr0089141	4575	4465.05	5	0.0610273
FBtr0344997	1302	1192.05	0	0
FBtr0344998	1204	1094.05	4	0.199252
FBtr0332711	683	573.055	0	0
FBtr0078353	710	600.055	245	22.2513
FBtr0080163	761	651.055	10122.8	847.352
FBtr0340226	807	697.055	90.7933	7.09851
FBtr0080164	798	688.055	320.399	25.3775
FBtr0114603	2237	2127.05	34.3625	0.880414
FBtr0345720	2361	2251.05	6.59561	0.15968
FBtr0089948	2222	2112.05	0	0
FBtr0329952	2603	2493.05	35.8796	0.784326
FBtr0076344	1975	1865.05	0	0
FBtr0113159	1528	1418.05	48.3394	1.85776
FBtr0113158	2067	1957.05	222.576	6.19806
FBtr0345695	2133	2023.05	0	0
FBtr0114600	1246	1136.05	0	0
FBtr0085057	1025	915.055	0	0
FBtr0074036	696	586.055	86	7.99725
FBtr0086109	1829	1719.05	274	8.68643
FBtr0088163	911	801.055	0	0
FBtr0301083	3920	3810.05	6.95265	0.0994489
FBtr0301084	3372	3262.05	14.0473	0.234684
FBtr0113387	4145	4035.05	5.16666	0.0697816
FBtr0084928	3476	3366.05	17.8487	0.288979
FBtr0084927	4081	3971.05	0	0
FBtr0113388	4186	4076.05	0	0
FBtr0113386	4189	4079.05	0	0
FBtr0113384	4581	4471.05	0	0
FBtr0336451	3397	3287.05	2.43895	0.0404367
FBtr0113385	2634	2524.05	0	0
FBtr0336452	3844	3734.05	13.5457	0.197697
FBtr0112930	5203	5093.05	0	0
FBtr0088597	5229	5119.05	30.7308	0.327164
FBtr0332998	1827	1717.05	10.8773	0.345237
FBtr0304798	5839	5729.05	9.39189	0.089341
FBtr0084433	2827	2717.05	0	0
FBtr0332427	3278	3168.05	26	0.447261
FBtr0301700	4064	3954.05	0	0
FBtr0300809	4061	3951.05	0	0
FBtr0300808	2019	1909.05	0	0
FBtr0452100	402	292.055	0	0
FBtr0452099	487	377.055	0	0
FBtr0080853	786	676.055	5	0.403059
FBtr0305564	811	701.055	0	0
FBtr0113259	1868	1758.05	0	0
FBtr0084017	1512	1402.05	62	2.40995
FBtr0445729	4048	3938.05	170.468	2.35907
FBtr0445730	5632	5522.05	5115.95	50.4901
FBtr0445732	2458	2348.05	224.651	5.21411
FBtr0445731	2385	2275.05	2033.94	48.7221
FBtr0452128	1886	1776.05	5	0.153424
FBtr0072346	2091	1981.05	269.575	7.41589
FBtr0306137	3922	3812.05	112.425	1.60726
FBtr0304625	2233	2123.05	5	0.128348
FBtr0111143	2233	2123.05	5	0.128348
FBtr0332891	2392	2282.05	0	0
FBtr0074758	2455	2345.05	5.81616	0.135165
FBtr0332890	2801	2691.05	7.18384	0.145484
FBtr0334915	1683	1573.05	0	0
FBtr0299903	1064	954.055	76	4.34131
FBtr0336924	1050	940.055	0	0
FBtr0111134	1077	967.055	0	0
FBtr0289963	781	671.055	0	0
FBtr0075137	2418	2308.05	5.76293	0.136075
FBtr0333698	1617	1507.05	7.23707	0.261706
FBtr0070156	555	445.055	1060.7	129.885
FBtr0070158	592	482.055	100.227	11.331
FBtr0345321	493	383.055	5417.14	770.708
FBtr0070155	568	458.055	9707.88	1155.02
FBtr0070157	535	425.055	68.0495	8.7249
FBtr0340668	963	853.055	0	0
FBtr0345011	1760	1650.05	14.0932	0.465469
FBtr0345802	2027	1917.05	33.0528	0.939625
FBtr0086185	1911	1801.05	147.854	4.47391
FBtr0342928	612	502.055	99.6988	10.8223
FBtr0081192	471	361.055	1317.3	198.835
FBtr0071830	1710	1600.05	6	0.204361
FBtr0074655	2115	2005.05	225	6.11557
FBtr0082981	1173	1063.05	0	0
FBtr0334959	703	593.055	4	0.367575
FBtr0333931	2549	2439.05	1064.82	23.7922
FBtr0084032	3492	3382.05	55.5905	0.895779
FBtr0330049	3492	3382.05	55.5905	0.895779
FBtr0083597	2040	1930.05	20	0.56473
FBtr0083278	2126	2016.05	63	1.70302
FBtr0070557	487	377.055	0	0
FBtr0344291	631	521.055	18.2199	1.90565
FBtr0290211	640	530.055	3.2119e-08	3.30234e-09
FBtr0083632	970	860.055	22.7455	1.44129
FBtr0088115	1309	1199.05	0	0
FBtr0332420	946	836.055	45	2.93331
FBtr0345503	692	582.055	0	0
FBtr0071929	569	459.055	0	0
FBtr0110839	668	558.055	383	37.4027
FBtr0077903	1436	1326.05	86	3.53442
FBtr0071459	1234	1124.05	4	0.193934
FBtr0085681	1960	1850.05	133.773	3.94062
FBtr0085682	1921	1811.05	3.15893	0.0950582
FBtr0085683	663	553.055	21.0682	2.07606
FBtr0344740	1853	1743.05	581.356	18.1766
FBtr0078953	2412	2302.05	70.8474	1.67722
FBtr0300611	1701	1591.05	4.00612	0.137221
FBtr0334906	1701	1591.05	4.00612	0.137221
FBtr0076531	1261	1151.05	8.69875	0.411852
FBtr0100531	880	770.055	467.799	33.1069
FBtr0100532	1087	977.055	39.8169	2.2209
FBtr0305334	443	333.055	1	0.163631
FBtr0303085	571	461.055	0	0
FBtr0303086	519	409.055	0	0
FBtr0303084	630	520.055	0	0
FBtr0076475	3139	3029.05	947.546	17.048
FBtr0345600	3384	3274.05	53.454	0.889764
FBtr0343591	1988	1878.05	1	0.0290183
FBtr0073387	2045	1935.05	0	0
FBtr0445174	2221	2111.05	12.3792	0.319575
FBtr0089051	1531	1421.05	1	0.0383504
FBtr0304658	4581	4471.05	59.1641	0.721156
FBtr0083740	3546	3436.05	1027.44	16.2959
FBtr0083739	5278	5168.05	96.3913	1.01646
FBtr0071007	640	530.055	8.29142	0.852489
FBtr0071008	635	525.055	29.2086	3.0317
FBtr0081101	450	340.055	0	0
FBtr0080923	1041	931.055	0	0
FBtr0085618	607	497.055	2	0.219284
FBtr0344112	8332	8222.05	7.81825e-05	5.18215e-07
FBtr0301618	8144	8034.05	348.347	2.36297
FBtr0344465	8207	8097.05	85.074	0.572599
FBtr0301619	8270	8160.05	0.578431	0.00386313
FBtr0082127	720	610.055	6	0.535998
FBtr0330419	9928	9818.05	92.7039	0.51458
FBtr0330414	9853	9743.05	10.0317	0.0561123
FBtr0330416	3938	3828.05	24.311	0.346103
FBtr0330418	9853	9743.05	10.0317	0.0561123
FBtr0333021	9829	9719.05	0	0
FBtr0330417	9481	9371.05	57.9219	0.336849
FBtr0330420	9841	9731.05	0	0
FBtr0339756	2542	2432.05	102.427	2.29521
FBtr0087259	2557	2447.05	725.701	16.162
FBtr0087260	2557	2447.05	26.8715	0.598452
FBtr0334154	1086	976.055	1.0665e-08	5.95481e-10
FBtr0082485	1070	960.055	2.99693	0.170122
FBtr0073409	2272	2162.05	253	6.37727
FBtr0346273	2414	2304.05	0	0
FBtr0481631	821	711.055	1	0.0766439
FBtr0331220	9009	8899.05	1.60473e-06	9.8274e-09
FBtr0331219	2907	2797.05	0	0
FBtr0290295	2768	2658.05	0.566951	0.0116242
FBtr0331216	9188	9078.05	0	0
FBtr0301972	783	673.055	0	0
FBtr0331221	8906	8796.05	1.43305	0.00887878
FBtr0331218	9186	9076.05	0	0
FBtr0331217	2882	2772.05	0	0
FBtr0331222	763	653.055	0	0
FBtr0081205	1742	1632.05	970	32.3905
FBtr0070447	1762	1652.05	542.303	17.8895
FBtr0077223	2367	2257.05	2077.4	50.16
FBtr0345902	1881	1771.05	0	0
FBtr0077086	1796	1686.05	11	0.355551
FBtr0088609	2597	2487.05	64	1.40241
FBtr0070652	3785	3675.05	698	10.3508
FBtr0070092	1950	1840.05	158.144	4.68385
FBtr0070093	2123	2013.05	3.85599	0.10439
FBtr0301060	2277	2167.05	0	0
FBtr0301058	2928	2818.05	0	0
FBtr0332426	3244	3134.05	0	0
FBtr0301059	2193	2083.05	3	0.0784876
FBtr0301061	2471	2361.05	0	0
FBtr0346727	1248	1138.05	0	0
FBtr0331545	1136	1026.05	76.79	4.07864
FBtr0331544	1373	1263.05	50.4492	2.17677
FBtr0076103	1247	1137.05	312.761	14.9903
FBtr0076104	1237	1127.05	0	0
FBtr0076105	1181	1071.05	8.46468e-08	4.30705e-09
FBtr0332871	1195	1085.05	1.55668	0.0781859
FBtr0100678	2037	1927.05	5.72166	0.161811
FBtr0081831	1275	1165.05	0	0
FBtr0305600	2804	2694.05	0	0
FBtr0075091	1614	1504.05	11	0.398575
FBtr0345812	1884	1774.05	0	0
FBtr0302924	2975	2865.05	0	0
FBtr0302925	3994	3884.05	3	0.0420937
FBtr0113334	894	784.055	0	0
FBtr0337091	4576	4466.05	25.7162	0.313808
FBtr0080874	3796	3686.05	0	0
FBtr0080873	3534	3424.05	26.046	0.414554
FBtr0301144	2535	2425.05	12.2377	0.275017
FBtr0079204	855	745.055	0	0
FBtr0081288	1652	1542.05	49	1.73172
FBtr0301977	3149	3039.05	0	0
FBtr0070283	829	719.055	95.8504	7.26462
FBtr0473590	1207	1097.05	0	0
FBtr0473589	958	848.055	0	0
FBtr0074362	891	781.055	0	0
FBtr0339830	978	868.055	5	0.313909
FBtr0073988	699	589.055	30	2.77553
FBtr0076728	1812	1702.05	957	30.6421
FBtr0307508	7203	7093.05	24	0.184399
FBtr0306007	995	885.055	870.747	53.617
FBtr0082079	1189	1079.05	0	0
FBtr0082078	1511	1401.05	51.0569	1.986
FBtr0077043	1494	1384.05	412.018	16.2235
FBtr0333390	1657	1547.05	18.9823	0.668687
FBtr0335173	2868	2758.05	35.1345	0.694242
FBtr0077744	2711	2601.05	2491.87	52.2103
FBtr0308310	5515	5405.05	27.2641	0.274898
FBtr0308308	11700	11590.1	0.188593	0.000886792
FBtr0308309	11745	11635.1	60.7736	0.284661
FBtr0345071	11134	11024.1	0	0
FBtr0345072	11745	11635.1	60.7736	0.284661
FBtr0474149	11134	11024.1	0	0
FBtr0082639	1033	923.055	4	0.236164
FBtr0085507	2880	2770.05	4	0.0786959
FBtr0301656	2874	2764.05	0	0
FBtr0330298	2880	2770.05	4	0.0786959
FBtr0332805	845	735.055	0	0
FBtr0332804	722	612.055	0	0
FBtr0332803	902	792.055	0	0
FBtr0332802	1210	1100.05	0	0
FBtr0070925	2018	1908.05	276	7.88313
FBtr0081291	538	428.055	74.8427	9.52864
FBtr0332178	621	511.055	6.15729	0.656603
FBtr0079808	916	806.055	0	0
FBtr0343429	871	761.055	0	0
FBtr0343428	1074	964.055	0	0
FBtr0079199	1950	1840.05	15	0.444264
FBtr0071038	1070	960.055	215	12.2046
FBtr0078289	5130	5020.05	1235.64	13.4141
FBtr0078290	5314	5204.05	433.569	4.54043
FBtr0111038	4654	4544.05	114.677	1.37535
FBtr0301602	4931	4821.05	1296.12	14.6515
FBtr0074238	1227	1117.05	13447	656.041
FBtr0079306	1921	1811.05	77.8229	2.34184
FBtr0079307	2388	2278.05	44.6213	1.06748
FBtr0333346	2397	2287.05	3.27524e-06	7.80454e-08
FBtr0332330	1930	1820.05	120.733	3.61512
FBtr0329893	1921	1811.05	77.8229	2.34184
FBtr0329892	2923	2813.05	0	0
FBtr0071180	2571	2461.05	2696.93	59.7212
FBtr0071181	2543	2433.05	388.072	8.69242
FBtr0070438	1634	1524.05	2309.42	82.5815
FBtr0308566	1973	1863.05	538.582	15.7546
FBtr0075689	584	474.055	0	0
FBtr0077450	1278	1168.05	275	12.8307
FBtr0335134	1731	1621.05	0	0
FBtr0088192	621	511.055	0	0
FBtr0331530	1628	1518.05	4.59321	0.164896
FBtr0076107	967	857.055	450.407	28.6403
FBtr0332061	2553	2443.05	217.665	4.85553
FBtr0332062	4462	4352.05	85.7866	1.07425
FBtr0332063	2553	2443.05	82.6365	1.8434
FBtr0332064	2550	2440.05	105.912	2.36551
FBtr0081049	953	843.055	23	1.4868
FBtr0086476	547	437.055	4	0.498775
FBtr0075711	555	445.055	0	0
FBtr0072064	3164	3054.05	341	6.08497
FBtr0301460	4349	4239.05	0	0
FBtr0301461	4276	4166.05	0.000407459	5.33015e-06
FBtr0301459	4837	4727.05	44.7035	0.515385
FBtr0081524	4276	4166.05	0	0
FBtr0301462	3830	3720.05	118.363	1.73399
FBtr0301458	3928	3818.05	0	0
FBtr0301464	4068	3958.05	198.005	2.7263
FBtr0301463	3832	3722.05	32.0439	0.469184
FBtr0081527	3300	3190.05	7.56131	0.129175
FBtr0301457	4834	4724.05	94.374	1.08872
FBtr0081525	3837	3727.05	12.9498	0.189356
FBtr0074619	1405	1295.05	4	0.168327
FBtr0336964	1980	1870.05	1	0.0291425
FBtr0332106	808	698.055	24.0709	1.87924
FBtr0289972	634	524.055	423.145	44.0041
FBtr0300711	633	523.055	66.784	6.95834
FBtr0304970	450	340.055	0	0
FBtr0088970	2786	2676.05	24	0.488761
FBtr0074352	1329	1219.05	222	9.92454
FBtr0070241	4274	4164.05	4.31432	0.0564646
FBtr0303264	5470	5360.05	23.6429	0.240388
FBtr0310282	5414	5304.05	13.3463	0.13713
FBtr0070239	5365	5255.05	900.409	9.33778
FBtr0310283	5157	5047.05	0	0
FBtr0342731	5323	5213.05	209.287	2.18792
FBtr0079145	3042	2932.05	0	0
FBtr0333245	3537	3427.05	0	0
FBtr0332096	4042	3932.05	207.07	2.86998
FBtr0307304	4752	4642.05	239.911	2.81657
FBtr0330148	3321	3211.05	239.835	4.07048
FBtr0307301	3321	3211.05	239.835	4.07048
FBtr0330149	3336	3226.05	374.327	6.32354
FBtr0307302	3906	3796.05	0	0
FBtr0307306	3943	3833.05	193.599	2.75257
FBtr0307305	4016	3906.05	190.423	2.65682
FBtr0334025	5086	4976.05	7.23965	0.0792891
FBtr0083162	3024	2914.05	164.76	3.08131
FBtr0080763	2304	2194.05	406	10.0846
FBtr0339078	7253	7143.05	0	0
FBtr0339074	7239	7129.05	0	0
FBtr0339080	7700	7590.05	13.7616	0.0988111
FBtr0339079	7419	7309.05	143.663	1.07118
FBtr0339081	7638	7528.05	70.943	0.513579
FBtr0339075	4880	4770.05	27.7117	0.316607
FBtr0481669	7964	7854.05	19.3331	0.134149
FBtr0339082	6833	6723.05	107.976	0.875265
FBtr0339076	7028	6918.05	0	0
FBtr0339077	7114	7004.05	73.6121	0.57277
FBtr0481668	7607	7497.05	6.51078e-05	4.73285e-07
FBtr0301211	4343	4233.05	52.0652	0.670308
FBtr0334664	3796	3686.05	116.555	1.72326
FBtr0334663	3652	3542.05	178.902	2.75259
FBtr0084112	3543	3433.05	129.46	2.05511
FBtr0301212	3770	3660.05	31.0174	0.461848
FBtr0475225	1201	1091.05	11	0.549448
FBtr0475224	5537	5427.05	0	0
FBtr0084012	1477	1367.05	476	18.9759
FBtr0479887	3159	3049.05	29.5197	0.527628
FBtr0088716	2738	2628.05	495.633	10.278
FBtr0301639	3158	3048.05	0	0
FBtr0088715	3116	3006.05	18.8472	0.34169
FBtr0339341	2780	2670.05	0	0
FBtr0479888	3201	3091.05	0	0
FBtr0084047	1934	1824.05	1	0.0298774
FBtr0074568	1475	1365.05	0	0
FBtr0074569	1382	1272.05	0	0
FBtr0088226	724	614.055	996.7	88.4581
FBtr0302045	2543	2433.05	0	0
FBtr0332729	2507	2397.05	53.811	1.22341
FBtr0076846	1934	1824.05	360.189	10.7615
FBtr0080127	1164	1054.05	1	0.0517032
FBtr0337060	2390	2280.05	0	0
FBtr0083371	2341	2231.05	1	0.024427
FBtr0301709	1336	1226.05	0	0
FBtr0344010	1351	1241.05	0	0
FBtr0344011	1363	1253.05	1	0.0434921
FBtr0344012	1333	1223.05	0	0
FBtr0081843	3003	2893.05	294	5.53823
FBtr0290247	356	246.076	61.0075	13.5112
FBtr0303248	516	406.055	65.9925	8.85708
FBtr0304820	1673	1563.05	72.5674	2.53016
FBtr0078288	1614	1504.05	692.433	25.0896
FBtr0079098	898	788.055	48	3.31945
FBtr0070029	1164	1054.05	0	0
FBtr0333755	2191	2081.05	16.603	0.434793
FBtr0070376	2970	2860.05	179.882	3.42763
FBtr0070377	2860	2750.05	525.029	10.4045
FBtr0333754	3825	3715.05	56.4862	0.828625
FBtr0300566	852	742.055	952.768	69.9733
FBtr0073855	1890	1780.05	0	0
FBtr0332843	1852	1742.05	197.144	6.16741
FBtr0307296	2003	1893.05	15.2546	0.439155
FBtr0332844	1810	1700.05	23.8327	0.763995
FBtr0475016	802	692.055	0	0
FBtr0076315	1618	1508.05	0	0
FBtr0080294	2486	2376.05	19.8005	0.45415
FBtr0080295	2006	1896.05	10.7968	0.310331
FBtr0084418	1856	1746.05	0	0
FBtr0074139	1906	1796.05	2	0.0606864
FBtr0086917	1188	1078.05	48	2.4265
FBtr0072484	1337	1227.05	42	1.86537
FBtr0336625	1946	1836.05	0	0
FBtr0079803	1660	1550.05	3	0.105476
FBtr0086211	396	286.055	156	29.7205
FBtr0074203	1347	1237.05	816	35.9486
FBtr0305279	451	341.055	0	0
FBtr0072744	1807	1697.05	33	1.05974
FBtr0306929	846	736.055	0	0
FBtr0083361	1283	1173.05	3	0.139375
FBtr0305341	1643	1533.05	8	0.284389
FBtr0085972	2130	2020.05	328	8.84894
FBtr0335285	2670	2560.05	0	0
FBtr0087674	1072	962.055	0	0
FBtr0084166	530	420.055	52	6.74649
FBtr0336960	3139	3029.05	24.2364	0.436055
FBtr0289979	3004	2894.05	0	0
FBtr0336959	2938	2828.05	57.7636	1.11313
FBtr0332480	3446	3336.05	0	0
FBtr0081563	1532	1422.05	99.8702	3.82737
FBtr0072928	1162	1052.05	32.4482	1.68086
FBtr0334007	2732	2622.05	0	0
FBtr0086524	2738	2628.05	0	0
FBtr0305201	4598	4488.05	0	0
FBtr0333899	7491	7381.05	0	0
FBtr0305208	4439	4329.05	0	0
FBtr0305206	7461	7351.05	38.2784	0.283782
FBtr0305205	7439	7329.05	1.04541e-05	7.77354e-08
FBtr0305202	4586	4476.05	0	0
FBtr0333898	7596	7486.05	27.6397	0.201216
FBtr0305203	4756	4646.05	8.05016	0.094428
FBtr0305209	4553	4443.05	0	0
FBtr0305207	5231	5121.05	11.0317	0.117399
FBtr0074576	3203	3093.05	2953	52.0303
FBtr0070713	2961	2851.05	0	0
FBtr0345320	2784	2674.05	0	0
FBtr0070714	3509	3399.05	0	0
FBtr0100551	2672	2562.05	1	0.0212712
FBtr0100552	3005	2895.05	0	0
FBtr0081206	1604	1494.05	0	0
FBtr0332814	604	494.055	2	0.220615
FBtr0303153	1485	1375.05	29.4427	1.16691
FBtr0300120	1446	1336.05	24.5573	1.0017
FBtr0113895	961	851.055	0	0
FBtr0345179	887	777.055	348	24.4067
FBtr0340391	1235	1125.05	3.1613	0.153134
FBtr0086653	1001	891.055	0	0
FBtr0340390	1016	906.055	1.8387	0.110596
FBtr0345494	705	595.055	0	0
FBtr0087082	479	369.055	0	0
FBtr0301940	329	219.076	1	0.248763
FBtr0081544	2123	2013.05	0	0
FBtr0079600	4972	4862.05	388	4.34903
FBtr0088926	2379	2269.05	258	6.19663
FBtr0073007	1040	930.055	0	0
FBtr0076380	1026	916.055	0	0
FBtr0339403	1392	1282.05	0	0
FBtr0088493	1047	937.055	0	0
FBtr0088494	884	774.055	2	0.140812
FBtr0087206	981	871.055	282	17.6435
FBtr0082620	1085	975.055	0	0
FBtr0077014	11690	11580.1	329	1.54834
FBtr0070491	1845	1735.05	92.4203	2.90292
FBtr0309881	2070	1960.05	43.9653	1.22243
FBtr0070492	1866	1756.05	30.7741	0.955054
FBtr0345318	1592	1482.05	278.84	10.2535
FBtr0070493	1829	1719.05	1.39244e-05	4.41436e-07
FBtr0300944	890	780.055	91.7794	6.41211
FBtr0333068	959	849.055	6.2206	0.39928
FBtr0473613	411	301.055	0	0
FBtr0072207	1071	961.055	162	9.18645
FBtr0091619	702	592.055	2	0.184098
FBtr0307023	1836	1726.05	0	0
FBtr0300341	8276	8166.05	0	0
FBtr0332322	8254	8144.05	8	0.053534
FBtr0332323	7530	7420.05	0	0
FBtr0301023	4444	4334.05	0	0
FBtr0113391	3613	3503.05	1	0.0155573
FBtr0334891	4082	3972.05	0	0
FBtr0300622	4031	3921.05	0	0
FBtr0082526	4353	4243.05	0	0
FBtr0082528	3994	3884.05	0	0
FBtr0082527	3972	3862.05	0	0
FBtr0080551	867	757.055	6	0.431921
FBtr0072724	840	730.055	465	34.7119
FBtr0329989	1636	1526.05	14.8161	0.529107
FBtr0080494	1533	1423.05	122.184	4.67922
FBtr0080493	2035	1925.05	0	0
FBtr0076426	1888	1778.05	150.524	4.61363
FBtr0333863	1876	1766.05	12.4756	0.384979
FBtr0305048	319	209.076	13	3.3886
FBtr0331379	2068	1958.05	0	0
FBtr0088790	2071	1961.05	398	11.0605
FBtr0077721	2693	2583.05	17	0.358671
FBtr0077720	2819	2709.05	0	0
FBtr0335151	3050	2940.05	0	0
FBtr0084338	1112	1002.05	2	0.108773
FBtr0075134	3755	3645.05	1	0.0149512
FBtr0079225	1534	1424.05	114.017	4.3634
FBtr0079226	922	812.055	437.983	29.3936
FBtr0079230	2345	2235.05	7	0.170683
FBtr0332603	2339	2229.05	0	0
FBtr0080128	538	428.055	0	0
FBtr0071928	1759	1649.05	0	0
FBtr0087261	921	811.055	610	40.9883
FBtr0343100	2573	2463.05	9.15634	0.202595
FBtr0075769	2863	2753.05	0	0
FBtr0304672	2304	2194.05	381.844	9.4846
FBtr0112980	5651	5541.05	0	0
FBtr0301449	5935	5825.05	44.505	0.41638
FBtr0340396	5781	5671.05	26.4455	0.254138
FBtr0301451	6009	5899.05	9.31992	0.0861014
FBtr0345127	5049	4939.05	0	0
FBtr0301450	5243	5133.05	144.916	1.53858
FBtr0073808	5870	5760.05	746.814	7.06588
FBtr0074311	620	510.055	11009.9	1176.37
FBtr0345129	678	568.055	20.4701	1.96386
FBtr0074313	925	815.055	89.0951	5.95727
FBtr0074312	642	532.055	78.7235	8.06359
FBtr0340149	949	839.055	17.8522	1.15953
FBtr0082093	830	720.055	28.698	2.17203
FBtr0303038	3535	3425.05	9.24039	0.147029
FBtr0071334	2954	2844.05	364	6.975
FBtr0088357	896	786.055	0	0
FBtr0305905	664	554.055	2	0.196724
FBtr0088356	1047	937.055	0	0
FBtr0301489	940	830.055	2	0.131312
FBtr0074969	963	853.055	0	0
FBtr0074288	1406	1296.05	8	0.336393
FBtr0345606	1787	1677.05	30.904	1.00426
FBtr0345901	1898	1788.05	48.3258	1.47292
FBtr0077121	1633	1523.05	4017.77	143.764
FBtr0309055	754	644.055	0	0
FBtr0087436	355	245.076	0	0
FBtr0342613	493	383.055	0	0
FBtr0306042	838	728.055	0	0
FBtr0081779	779	669.055	0	0
FBtr0083402	909	799.055	0	0
FBtr0308605	4538	4428.05	4	0.0492298
FBtr0308604	4734	4624.05	0	0
FBtr0074272	4901	4791.05	0	0
FBtr0336712	6669	6559.05	14.2165	0.118122
FBtr0310203	508	398.055	86.2922	11.8143
FBtr0305036	6584	6474.05	2.0826	0.0175312
FBtr0305037	6489	6379.05	0	0
FBtr0301028	5788	5678.05	145.568	1.39716
FBtr0084197	5049	4939.05	290.411	3.20442
FBtr0330381	5049	4939.05	290.411	3.20442
