target_id	length	eff_length	est_counts	tpm
FBtr0301144	2535	2331.74	76.4392	3.09389
FBtr0079204	855	651.738	0	0
FBtr0081288	1652	1448.74	347	22.6052
FBtr0301977	3149	2945.74	3693	118.319
FBtr0070283	829	625.774	161.956	24.4258
FBtr0473590	1207	1003.74	0	0
FBtr0473589	958	754.738	1	0.125047
FBtr0074362	891	687.738	0	0
FBtr0339830	978	774.738	25	3.04547
FBtr0073988	699	496.341	126	23.9585
FBtr0076728	1812	1608.74	293	17.189
FBtr0307508	7203	6999.74	111	1.49662
FBtr0306007	995	791.738	383.309	45.6916
FBtr0082079	1189	985.738	347.318	33.2533
FBtr0082078	1511	1307.74	43.5608	3.14372
FBtr0077043	1494	1290.74	97.8713	7.15626
FBtr0333390	1657	1453.74	205.129	13.3171
FBtr0335173	2868	2664.74	186.701	6.61244
FBtr0077744	2711	2507.74	1710.3	64.3663
FBtr0308310	5515	5311.74	1482.41	26.3391
FBtr0308308	11700	11496.7	193.615	1.5894
FBtr0308309	11745	11541.7	11127.9	90.994
FBtr0345071	11134	10930.7	0.0051332	4.43208e-05
FBtr0345072	11745	11541.7	3249.02	26.5674
FBtr0474149	11134	10930.7	0.0051332	4.43208e-05
FBtr0082639	1033	829.738	1518	172.663
FBtr0085507	2880	2676.74	246.631	8.69582
FBtr0301656	2874	2670.74	24.7385	0.8742
FBtr0330298	2880	2676.74	246.631	8.69582
FBtr0332805	845	641.738	0	0
FBtr0332804	722	519.195	0	0
FBtr0332803	902	698.738	0	0
FBtr0332802	1210	1006.74	0	0
FBtr0070925	2018	1814.74	251	13.0536
FBtr0081291	538	338.133	62	17.3051
FBtr0332178	621	419.051	0	0
FBtr0079808	916	712.738	0	0
FBtr0343429	871	667.738	0	0
FBtr0343428	1074	870.738	0	0
FBtr0079199	1950	1746.74	40	2.16123
FBtr0071038	1070	866.738	442	48.1286
FBtr0078289	5130	4926.74	538.101	10.308
FBtr0078290	5314	5110.74	1070.89	19.7756
FBtr0111038	4654	4450.74	13.5738	0.287833
FBtr0301602	4931	4727.74	1594.43	31.8289
FBtr0074238	1227	1023.74	9813.99	904.744
FBtr0079306	1921	1717.74	106.871	5.87179
FBtr0079307	2388	2184.74	442.281	19.1059
FBtr0333346	2397	2193.74	110.741	4.76424
FBtr0332330	1930	1726.74	83.0547	4.53949
FBtr0329893	1921	1717.74	106.871	5.87179
FBtr0329892	2923	2719.74	1235.18	42.862
FBtr0071180	2571	2367.74	6912.01	275.512
FBtr0071181	2543	2339.74	634.989	25.6134
FBtr0070438	1634	1430.74	50.3469	3.3211
FBtr0308566	1973	1769.74	370.653	19.7664
FBtr0075689	584	382.708	2	0.493209
FBtr0077450	1278	1074.74	278.628	24.4675
FBtr0335134	1731	1527.74	3.37249	0.208339
FBtr0088192	621	419.051	0	0
FBtr0331530	1628	1424.74	588	38.9503
FBtr0076107	967	763.738	0	0
FBtr0332061	2553	2349.74	120.968	4.8587
FBtr0332062	4462	4258.74	1192.72	26.4318
FBtr0332063	2553	2349.74	123.939	4.97801
FBtr0332064	2550	2346.74	42.3745	1.70416
FBtr0081049	953	749.738	48	6.04228
FBtr0086476	547	346.732	8	2.17754
FBtr0075711	555	354.547	1	0.266192
FBtr0072064	3164	2960.74	643	20.4965
FBtr0301460	4349	4145.74	42.7886	0.974082
FBtr0301461	4276	4072.74	305.769	7.0856
FBtr0301459	4837	4633.74	538.096	10.9597
FBtr0081524	4276	4072.74	0	0
FBtr0301462	3830	3626.74	0	0
FBtr0301458	3928	3724.74	240.461	6.09281
FBtr0301464	4068	3864.74	0	0
FBtr0301463	3832	3628.74	713.23	18.55
FBtr0081527	3300	3096.74	38.7098	1.17974
FBtr0301457	4834	4630.74	6.96341	0.141919
FBtr0081525	3837	3633.74	34.982	0.908573
FBtr0074619	1405	1201.74	3	0.235603
FBtr0336964	1980	1776.74	25	1.32796
FBtr0332106	808	604.846	144.241	22.5067
FBtr0289972	634	431.877	0	0
FBtr0300711	633	430.902	54.7594	11.9936
FBtr0304970	450	255.127	0	0
FBtr0088970	2786	2582.74	213	7.78338
FBtr0074352	1329	1125.74	163	13.6653
FBtr0070241	4274	4070.74	61.9683	1.4367
FBtr0303264	5470	5266.74	332.468	5.95768
FBtr0310282	5414	5210.74	24.263	0.439454
FBtr0070239	5365	5161.74	2591.41	47.3816
FBtr0310283	5157	4953.74	0	0
FBtr0342731	5323	5119.74	86.8858	1.60166
FBtr0079145	3042	2838.74	22.5304	0.749051
FBtr0333245	3537	3333.74	13.4696	0.381324
FBtr0332096	4042	3838.74	161.231	3.96395
FBtr0307304	4752	4548.74	1766.47	36.6509
FBtr0330148	3321	3117.74	91.9665	2.78394
FBtr0307301	3321	3117.74	91.9665	2.78394
FBtr0330149	3336	3132.74	36.7029	1.10572
FBtr0307302	3906	3702.74	19.8649	0.506328
FBtr0307306	3943	3739.74	1236.64	31.2083
FBtr0307305	4016	3812.74	197.158	4.88031
FBtr0334025	5086	4882.74	279.42	5.40085
FBtr0083162	3024	2820.74	25.5805	0.855884
FBtr0080763	2304	2100.74	197	8.85041
FBtr0339078	7253	7049.74	0	0
FBtr0339074	7239	7035.74	620.548	8.32405
FBtr0339080	7700	7496.74	804.181	10.124
FBtr0339079	7419	7215.74	310.517	4.06138
FBtr0339081	7638	7434.74	53.2398	0.675834
FBtr0339075	4880	4676.74	494.5	9.97912
FBtr0481669	7964	7760.74	936.118	11.384
FBtr0339082	6833	6629.74	195.24	2.77933
FBtr0339076	7028	6824.74	0	0
FBtr0339077	7114	6910.74	154.319	2.10749
FBtr0481668	7607	7403.74	93.338	1.18981
FBtr0301211	4343	4139.74	1575.12	35.9096
FBtr0334664	3796	3592.74	324.205	8.51653
FBtr0334663	3652	3448.74	170.84	4.67518
FBtr0084112	3543	3339.74	38.204	1.07961
FBtr0301212	3770	3566.74	65.6288	1.73657
FBtr0475225	1201	997.738	0	0
FBtr0475224	5537	5333.74	239.644	4.24038
FBtr0084012	1477	1273.74	102	7.55769
FBtr0479887	3159	2955.74	66.2527	2.11547
FBtr0088716	2738	2534.74	538.445	20.0483
FBtr0301639	3158	2954.74	2694.54	86.0667
FBtr0088715	3116	2912.74	3311.06	107.284
FBtr0339341	2780	2576.74	247.611	9.06921
FBtr0479888	3201	2997.74	34.088	1.07319
FBtr0084047	1934	1730.74	346	18.8675
FBtr0074568	1475	1271.74	2	0.148423
FBtr0074569	1382	1178.74	0	0
FBtr0088226	724	521.164	263.249	47.6718
FBtr0302045	2543	2339.74	981.344	39.5843
FBtr0332729	2507	2303.74	260.216	10.6603
FBtr0076846	1934	1730.74	735.44	40.1038
FBtr0080127	1164	960.738	25157	2471.29
FBtr0337060	2390	2186.74	2883	124.428
FBtr0083371	2341	2137.74	1.32563e-05	5.85243e-07
FBtr0301709	1336	1132.74	68.8668	5.73785
FBtr0344010	1351	1147.74	7.82979	0.643838
FBtr0344011	1363	1159.74	21.939	1.78536
FBtr0344012	1333	1129.74	0	0
FBtr0081843	3003	2799.74	745	25.1135
FBtr0290247	356	173.373	15.8938	8.65195
FBtr0303248	516	317.13	167.658	49.8949
FBtr0304820	1673	1469.74	10.0413	0.644789
FBtr0078288	1614	1410.74	162.959	10.9019
FBtr0079098	898	694.738	124	16.8449
FBtr0070029	1164	960.738	0	0
FBtr0333755	2191	1987.74	11.1609	0.52992
FBtr0070376	2970	2766.74	741.439	25.2916
FBtr0070377	2860	2656.74	534.225	18.9777
FBtr0333754	3825	3621.74	4545.18	118.441
FBtr0300566	852	648.738	910.729	132.492
FBtr0073855	1890	1686.74	1984.08	111.015
FBtr0332843	1852	1648.74	426.312	24.4031
FBtr0307296	2003	1799.74	120.167	6.30152
FBtr0332844	1810	1606.74	23.7103	1.39271
FBtr0475016	802	598.881	1555	245.052
FBtr0076315	1618	1414.74	0	0
FBtr0080294	2486	2282.74	1740.59	71.9629
FBtr0080295	2006	1802.74	943.02	49.3693
FBtr0084418	1856	1652.74	0	0
FBtr0074139	1906	1702.74	18	0.997685
FBtr0086917	1188	984.738	67	6.4213
FBtr0072484	1337	1133.74	182	15.1505
FBtr0336625	1946	1742.74	0	0
FBtr0079803	1660	1456.74	0	0
FBtr0086211	396	207.636	123	55.9078
FBtr0074203	1347	1143.74	300	24.755
FBtr0305279	451	256.02	2	0.737268
FBtr0072744	1807	1603.74	139	8.17994
FBtr0306929	846	642.738	0	0
FBtr0083361	1283	1079.74	8486	741.743
FBtr0305341	1643	1439.74	23	1.50769
FBtr0085972	2130	1926.74	693.592	33.9743
FBtr0335285	2670	2466.74	27.4082	1.04864
FBtr0087674	1072	868.738	34	3.69368
FBtr0084166	530	330.505	22	6.28222
FBtr0336960	3139	2935.74	0	0
FBtr0289979	3004	2800.74	0	0
FBtr0336959	2938	2734.74	2.61666	0.0903026
FBtr0332480	3446	3242.74	6.38334	0.185783
FBtr0081563	1532	1328.74	996.336	70.7678
FBtr0072928	1162	958.738	19.066	1.87685
FBtr0334007	2732	2528.74	0	0
FBtr0086524	2738	2534.74	0	0
FBtr0305201	4598	4394.74	0	0
FBtr0333899	7491	7287.74	681.579	8.82658
FBtr0305208	4439	4235.74	4.28969	0.0955798
FBtr0305206	7461	7257.74	5432.33	70.6405
FBtr0305205	7439	7235.74	2847.71	37.1434
FBtr0305202	4586	4382.74	410.829	8.84677
FBtr0333898	7596	7392.74	1753.95	22.3913
FBtr0305203	4756	4552.74	388.069	8.04462
FBtr0305209	4553	4349.74	0	0
FBtr0305207	5231	5027.74	2829.25	53.1089
FBtr0074576	3203	2999.74	1873	58.9282
FBtr0070713	2961	2757.74	0	0
FBtr0345320	2784	2580.74	304.222	11.1254
FBtr0070714	3509	3305.74	142.19	4.05948
FBtr0100551	2672	2468.74	78.4162	2.99778
FBtr0100552	3005	2801.74	638.172	21.4971
FBtr0081206	1604	1400.74	790	53.2279
FBtr0332814	604	402.456	0	0
FBtr0303153	1485	1281.74	23.6444	1.741
FBtr0300120	1446	1242.74	5.3556	0.406722
FBtr0113895	961	757.738	337.91	42.0873
FBtr0345179	887	683.738	1596.09	220.311
FBtr0340391	1235	1031.74	0	0
FBtr0086653	1001	797.738	0	0
FBtr0340390	1016	812.738	0	0
FBtr0345494	705	502.283	0	0
FBtr0087082	479	281.817	0	0
FBtr0301940	329	151.279	0	0
FBtr0081544	2123	1919.74	231	11.3564
FBtr0079600	4972	4768.74	1066	21.0971
FBtr0088926	2379	2175.74	115	4.98839
FBtr0073007	1040	836.738	0	0
FBtr0076380	1026	822.738	0	0
FBtr0339403	1392	1188.74	1174.96	93.2834
FBtr0088493	1047	843.738	1963.92	219.678
FBtr0088494	884	680.738	340.121	47.1545
FBtr0087206	981	777.738	59	7.15958
FBtr0082620	1085	881.738	1	0.107036
FBtr0077014	11690	11486.7	1107	9.09536
FBtr0070491	1845	1641.74	182.366	10.4836
FBtr0309881	2070	1866.74	232.009	11.7298
FBtr0070492	1866	1662.74	171.302	9.72314
FBtr0345318	1592	1388.74	0	0
FBtr0070493	1829	1625.74	392.324	22.7752
FBtr0300944	890	686.738	159.782	21.9587
FBtr0333068	959	755.738	48.2177	6.02149
FBtr0473613	411	220.538	2	0.855884
FBtr0072207	1071	867.738	224	24.3629
FBtr0091619	702	499.283	1	0.189026
FBtr0307023	1836	1632.74	0	0
FBtr0300341	8276	8072.74	297.331	3.47606
FBtr0332322	8254	8050.74	483.997	5.67383
FBtr0332323	7530	7326.74	0.158336	0.00203957
FBtr0301023	4444	4240.74	0	0
FBtr0113391	3613	3409.74	963.197	26.6602
FBtr0334891	4082	3878.74	156.39	3.80528
FBtr0300622	4031	3827.74	188.044	4.63645
FBtr0082526	4353	4149.74	433.813	9.86621
FBtr0082528	3994	3790.74	860.07	21.4131
FBtr0082527	3972	3768.74	451.487	11.3063
FBtr0080551	867	663.738	4	0.568764
FBtr0072724	840	636.738	27	4.00195
FBtr0329989	1636	1432.74	1474.47	97.1265
FBtr0080494	1533	1329.74	716.383	50.845
FBtr0080493	2035	1831.74	76.5732	3.94532
FBtr0076426	1888	1684.74	55.1872	3.09154
FBtr0333863	1876	1672.74	28.8128	1.62565
FBtr0305048	319	143.263	15	9.88156
FBtr0331379	2068	1864.74	22.1519	1.12115
FBtr0088790	2071	1867.74	42.8481	2.16513
FBtr0077721	2693	2489.74	569.369	21.5829
FBtr0077720	2819	2615.74	124.661	4.49784
FBtr0335151	3050	2846.74	36.9706	1.22568
FBtr0084338	1112	908.738	11	1.14241
FBtr0075134	3755	3551.74	3	0.0797167
FBtr0079225	1534	1330.74	39.1394	2.77581
FBtr0079226	922	718.738	47.8606	6.28459
FBtr0079230	2345	2141.74	622.827	27.4454
FBtr0332603	2339	2135.74	11.8856	0.525219
FBtr0080128	538	338.133	3	0.837342
FBtr0071928	1759	1555.74	77	4.67114
FBtr0087261	921	717.738	1231	161.868
FBtr0343100	2573	2369.74	361.056	14.3795
FBtr0075769	2863	2659.74	9.87877	0.350536
FBtr0304672	2304	2100.74	318.126	14.2921
FBtr0112980	5651	5447.74	0	0
FBtr0301449	5935	5731.74	1572.57	25.8936
FBtr0340396	5781	5577.74	1139.79	19.2857
FBtr0301451	6009	5805.74	1546.75	25.1439
FBtr0345127	5049	4845.74	53.3901	1.03985
FBtr0301450	5243	5039.74	162.795	3.04861
FBtr0073808	5870	5666.74	478.685	7.97234
FBtr0074311	620	418.051	6473.22	1461.37
FBtr0345129	678	475.482	0.802065	0.159201
FBtr0074313	925	721.738	64.4734	8.43082
FBtr0074312	642	439.775	44.4116	9.53092
FBtr0340149	949	745.738	141.097	17.8567
FBtr0082093	830	626.738	526.16	79.232
FBtr0303038	3535	3331.74	555.067	15.7233
FBtr0071334	2954	2750.74	1448	49.6808
FBtr0088357	896	692.738	0	0
FBtr0305905	664	461.617	0	0
FBtr0088356	1047	843.738	0	0
FBtr0301489	940	736.738	0	0
FBtr0074969	963	759.738	8	0.993791
FBtr0074288	1406	1202.74	14	1.09857
FBtr0345606	1787	1583.74	709.597	42.2861
FBtr0345901	1898	1694.74	0	0
FBtr0077121	1633	1429.74	501.403	33.0978
